Matricula_Aluno,Count,Country,State,Cidade,CEP,Lat Long,Latitude,Longitude,Genero,Aluno_Bolsista,Responsavel_com_Parceiro,Aluno_Possui_Dependentes,Meses_na_Escola,Participa_Atividade_Extra,Multiplas_Atividades_Extra,Modalidade_Ensino,Apoio_Psicopedagogico,Reforco_Escolar,Seguro_Material_Didatico,Suporte_TI_Plataforma,Acesso_Aulas_Gravadas,Acesso_Biblioteca_Digital,Tipo_Contrato_Matricula,Comunicados_Digitais,Forma_Pagamento_Mensalidade,Valor_Mensalidade,Total_Pago_Curso,Situacao,Desistencia,Risco_de_Desistencia,Valor_Total_Esperado_Aluno,Churn Reason
8510-TMWYB,1,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956,Female,Não,Sim,Sim,54,Sim,Sim,Presencial,Não,Sim,Sim,Não,Não,Não,Plano de Ciclo Completo,Sim,Débito Automático,59.8,3246.45,Ativo,0,24,5898,
2038-YSEZE,1,United States,California,Los Angeles,90046,"34.108455, -118.362081",34.108455,-118.362081,Female,Não,Não,Não,29,Sim,Sim,Presencial,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Boleto Impresso,67.45,1801.1,Ativo,0,65,3152,
4847-TAJYI,1,United States,California,Chula Vista,91911,"32.607964, -117.059459",32.607964,-117.059459,Female,Sim,Não,Não,6,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,89.35,567.8,Ativo,0,75,2578,
6082-GLJIX,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,Male,Não,Não,Não,18,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.25,331.35,Ativo,0,22,4769,
5832-XKAES,1,United States,California,Sierraville,96126,"39.559709, -120.345639",39.559709,-120.345639,Male,Não,Não,Não,2,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,69.8,134.7,Desistente,1,74,2320,Don't know
9867-NNXLC,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417,Female,Não,Não,Não,22,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,20.05,470.2,Ativo,0,44,5555,
7850-THJMU,1,United States,California,Mill Creek,96061,"40.331975, -121.460674",40.331975,-121.460674,Female,Não,Sim,Sim,26,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,19.65,494.9,Ativo,0,37,4184,
3797-FKOGQ,1,United States,California,Canoga Park,91303,"34.19829, -118.602203",34.19829,-118.602203,Male,Não,Não,Sim,11,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Não,Boleto Digital,86.2,893.2,Ativo,0,41,3157,
8647-SDTWQ,1,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,Male,Não,Sim,Sim,57,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,74.3,4018.35,Ativo,0,65,4133,
0690-SRQID,1,United States,California,Stockton,95203,"37.954089, -121.329761",37.954089,-121.329761,Male,Não,Não,Não,4,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,19.65,67.55,Ativo,0,72,4925,
0362-ZBZWJ,1,United States,California,Thornton,95686,"38.157794, -121.520223",38.157794,-121.520223,Male,Não,Não,Não,36,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,84.9,3067.2,Desistente,1,69,2455,Attitude of service provider
6729-FZWSY,1,United States,California,Penn Valley,95946,"39.203817, -121.19584",39.203817,-121.19584,Male,Não,Não,Não,67,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Boleto Impresso,19.45,1195.95,Ativo,0,57,5343,
2338-BQEZT,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,Female,Não,Não,Não,55,Sim,Não,Presencial,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,50.55,2832.75,Ativo,0,44,6250,
1194-HVAIF,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.458754,-117.665104,Female,Não,Sim,Não,27,Sim,Sim,Híbrido,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cartão de Crédito Recorrente,95.0,2462.55,Ativo,0,75,4235,
0887-HJGAR,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,45.7,45.7,Desistente,1,95,2295,Competitor offered higher download speeds
8957-THMOA,1,United States,California,Big Bear City,92314,"34.278967, -116.773825",34.278967,-116.773825,Female,Não,Não,Sim,50,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,20.15,970.85,Ativo,0,27,4263,
8197-BFWVU,1,United States,California,Lake Isabella,93240,"35.607875, -118.466318",35.607875,-118.466318,Female,Não,Sim,Não,72,Sim,Sim,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,93.25,6688.95,Ativo,0,28,5197,
4484-CGXFK,1,United States,California,El Dorado,95623,"38.63153, -120.842609",38.63153,-120.842609,Female,Não,Não,Não,3,Sim,Não,Presencial,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Boleto Digital,55.3,196.15,Desistente,1,96,3190,Product dissatisfaction
1837-YQUCE,1,United States,California,Buena Park,90620,"33.845706, -118.012204",33.845706,-118.012204,Female,Não,Não,Não,70,Não,Não participa,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,58.35,4214.25,Ativo,0,55,4093,
0835-JKADZ,1,United States,California,San Francisco,94107,"37.768881, -122.395521",37.768881,-122.395521,Female,Não,Não,Não,71,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Boleto Digital,111.25,7984.15,Ativo,0,54,4361,
0031-PVLZI,1,United States,California,Korbel,95550,"40.7666, -123.80458",40.7666,-123.80458,Female,Não,Sim,Não,4,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.35,76.35,Desistente,1,81,4133,Competitor had better devices
5405-ZMYXQ,1,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,Female,Não,Não,Não,8,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,74.6,548.9,Ativo,0,57,2142,
3043-SUDUA,1,United States,California,West Sacramento,95605,"38.592745, -121.540036",38.592745,-121.540036,Female,Não,Não,Não,32,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Débito Automático,19.9,601.55,Ativo,0,29,4374,
4123-FCVCB,1,United States,California,Pinon Hills,92372,"34.459322, -117.629729",34.459322,-117.629729,Female,Não,Não,Não,12,Sim,Sim,Presencial,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Boleto Impresso,75.85,854.45,Ativo,0,70,5942,
8734-DKSTZ,1,United States,California,Winterhaven,92283,"32.852947, -114.850784",32.852947,-114.850784,Female,Não,Sim,Sim,10,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Mensal,Não,Boleto Digital,85.95,858.6,Ativo,0,20,4922,
7716-YTYHG,1,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,Female,Não,Sim,Não,48,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Sim,Anual,Sim,Boleto Impresso,82.05,4029.95,Desistente,1,93,3365,Competitor offered higher download speeds
1447-PJGGA,1,United States,California,San Diego,92101,"32.72523, -117.171346",32.72523,-117.171346,Female,Não,Não,Não,57,Sim,Não,Híbrido,Não,Não,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Boleto Digital,95.25,5464.65,Desistente,1,93,5789,Competitor offered higher download speeds
0570-BFQHT,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657,Female,Não,Não,Não,9,Sim,Não,Híbrido,Não,Sim,Sim,Não,Não,Não,Mensal,Não,Boleto Digital,80.55,653.9,Ativo,0,26,3581,
8802-UNOJF,1,United States,California,Philo,95466,"39.094102, -123.500853",39.094102,-123.500853,Male,Sim,Não,Não,12,Sim,Não,Híbrido,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Boleto Impresso,83.8,1029.75,Desistente,1,78,5565,Extra data charges
3165-HDOEW,1,United States,California,Salida,95368,"37.713152, -121.08739",37.713152,-121.08739,Male,Não,Sim,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,45.85,45.85,Desistente,1,73,3706,Don't know
6633-SYEUS,1,United States,California,San Diego,92127,"33.017518, -117.118456",33.017518,-117.118456,Female,Não,Não,Não,23,Sim,Não,Híbrido,Não,Sim,Sim,Sim,Não,Não,Mensal,Não,Débito Automático,83.2,2032.3,Ativo,0,28,2061,
3262-EIDHV,1,United States,California,Inglewood,90304,"33.936827, -118.359824",33.936827,-118.359824,Female,Não,Sim,Sim,72,Sim,Sim,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,84.7,5893.9,Ativo,0,49,6375,
6128-CZOMY,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,Female,Não,Não,Não,1,Sim,Não,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,45.65,45.65,Desistente,1,78,4689,Competitor offered higher download speeds
1850-AKQEP,1,United States,California,Santa Cruz,95064,"37.007882, -122.065975",37.007882,-122.065975,Male,Não,Não,Sim,8,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.35,178.7,Ativo,0,42,4577,
0030-FNXPP,1,United States,California,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,Female,Não,Não,Não,3,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.85,57.2,Ativo,0,59,5634,
8969-PRHFK,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,Male,Não,Não,Não,18,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,19.65,411.25,Ativo,0,32,4695,
5590-BYNII,1,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485,Male,Não,Não,Não,22,Sim,Sim,Híbrido,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Boleto Digital,100.75,2095,Desistente,1,98,4152,Don't know
4609-KNNWG,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,Não,Sim,Sim,27,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,19.9,550.1,Ativo,0,49,4870,
4803-AXVYP,1,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372,Female,Sim,Não,Não,38,Sim,Sim,Híbrido,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Boleto Digital,99.55,3734.25,Desistente,1,100,3474,Service dissatisfaction
3580-HYCSP,1,United States,California,Midway City,92655,"33.744439, -117.98588",33.744439,-117.98588,Male,Não,Sim,Sim,72,Sim,Sim,Híbrido,Sim,Sim,Sim,Não,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,110.3,7966.9,Ativo,0,73,5780,
7306-YDSOI,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,Male,Não,Sim,Sim,69,Sim,Não,Presencial,Sim,Sim,Sim,Não,Não,Não,Plano de Ciclo Completo,Sim,Débito Automático,59.75,4069.9,Ativo,0,39,4665,
3088-LHEFH,1,United States,California,Pollock Pines,95726,"38.733908, -120.453416",38.733908,-120.453416,Female,Não,Não,Não,11,Sim,Sim,Híbrido,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Débito Automático,79.0,929.3,Ativo,0,33,3885,
3190-FZATL,1,United States,California,Lakeside,92040,"32.909873, -116.906774",32.909873,-116.906774,Male,Não,Não,Sim,14,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.95,268.4,Ativo,0,71,5770,
9297-FVVDH,1,United States,California,Hemet,92545,"33.734933, -117.044145",33.734933,-117.044145,Female,Não,Sim,Não,57,Sim,Sim,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Boleto Digital,84.5,4845.4,Ativo,0,41,5928,
5627-TVBPP,1,United States,California,Big Bear Lake,92315,"34.242058, -116.89802",34.242058,-116.89802,Female,Não,Não,Sim,35,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Cartão de Crédito Recorrente,20.1,644.5,Ativo,0,72,3726,
3090-LETTY,1,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542,Male,Não,Não,Sim,2,Sim,Sim,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Débito Automático,60.95,134.6,Ativo,0,78,3172,
8118-LSUEL,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,Sim,Não,Não,23,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,106.4,2483.5,Desistente,1,79,5507,Product dissatisfaction
2068-WWXQZ,1,United States,California,Whittier,90604,"33.929704, -118.01208",33.929704,-118.01208,Male,Não,Não,Não,46,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Débito Automático,20.05,902,Ativo,0,38,2942,
2882-DDZPG,1,United States,California,San Carlos,94070,"37.497915, -122.267361",37.497915,-122.267361,Female,Não,Não,Não,12,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Débito Automático,19.45,227.45,Ativo,0,76,4862,
5816-SCGFC,1,United States,California,Fullerton,92835,"33.902211, -117.914922",33.902211,-117.914922,Female,Sim,Não,Não,7,Sim,Não,Presencial,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,51.3,419.35,Ativo,0,46,3660,
3283-WCWXT,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,Male,Não,Sim,Sim,6,Sim,Sim,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Boleto Impresso,25.4,153.3,Ativo,0,52,2882,
3276-HDUEG,1,United States,California,Maricopa,93252,"34.737031, -119.460557",34.737031,-119.460557,Female,Não,Não,Não,1,Sim,Sim,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,75.05,75.05,Desistente,1,78,4838,Competitor offered higher download speeds
9488-FYQAU,1,United States,California,Artesia,90701,"33.867593, -118.080637",33.867593,-118.080637,Female,Não,Sim,Não,63,Sim,Sim,Híbrido,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,109.25,6841.4,Ativo,0,78,5700,
7839-NUIAA,1,United States,California,Davis Creek,96108,"41.750354, -120.403885",41.750354,-120.403885,Female,Não,Sim,Sim,61,Sim,Sim,Presencial,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Boleto Digital,59.8,3641.5,Ativo,0,53,5381,
4673-KKSLS,1,United States,California,Oakland,94605,"37.758019, -122.138678",37.758019,-122.138678,Female,Não,Não,Não,31,Sim,Não,Híbrido,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,Boleto Digital,87.6,2724.25,Ativo,0,48,5094,
5998-VVEJY,1,United States,California,Glendora,91741,"34.14649, -117.849815",34.14649,-117.849815,Male,Não,Não,Não,26,Sim,Sim,Híbrido,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Boleto Digital,80.5,2088.8,Desistente,1,72,2729,Moved
9342-VNIMQ,1,United States,California,La Honda,94020,"37.285677, -122.224165",37.285677,-122.224165,Male,Não,Não,Não,33,Sim,Sim,Presencial,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Débito Automático,54.65,1665.2,Ativo,0,58,5201,
5360-XGYAZ,1,United States,California,Los Angeles,90040,"33.994524, -118.149953",33.994524,-118.149953,Male,Não,Sim,Sim,72,Não,Não participa,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,65.65,4664.5,Ativo,0,47,4934,
7576-ASEJU,1,United States,California,Azusa,91702,"34.174493, -117.87068",34.174493,-117.87068,Female,Não,Sim,Não,41,Sim,Não,Presencial,Sim,Não,Não,Sim,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,74.7,3187.65,Ativo,0,56,5246,
7711-YIJWC,1,United States,California,Shingletown,96088,"40.497441, -121.827524",40.497441,-121.827524,Male,Não,Sim,Sim,61,Sim,Não,Presencial,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,Débito Automático,84.9,5264.5,Ativo,0,72,4413,
6508-NJYRO,1,United States,California,Carlsbad,92009,"33.098018, -117.258203",33.098018,-117.258203,Male,Não,Sim,Não,15,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Não,Boleto Impresso,18.8,294.95,Ativo,0,31,3977,
1925-LFCZZ,1,United States,California,Potrero,91963,"32.619465, -116.593605",32.619465,-116.593605,Male,Sim,Não,Não,55,Não,Não participa,Presencial,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Débito Automático,50.05,2743.45,Ativo,0,70,4932,
4566-GOLUK,1,United States,California,Rosemead,91770,"34.065108, -118.082791",34.065108,-118.082791,Male,Não,Sim,Não,47,Sim,Sim,Híbrido,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito Automático,107.35,5118.95,Desistente,1,98,3620,Attitude of support person
0406-BPDVR,1,United States,California,Visalia,93277,"36.303793, -119.375646",36.303793,-119.375646,Female,Sim,Sim,Não,54,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,101.5,5373.1,Desistente,1,68,6405,Lack of affordable download/upload speed
2676-ISHSF,1,United States,California,Anderson,96007,"40.448632, -122.306657",40.448632,-122.306657,Male,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.3,20.3,Ativo,0,46,5203,
5630-IXDXV,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Female,Não,Não,Não,47,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Boleto Digital,106.35,4849.1,Ativo,0,74,3723,
8894-JVDCV,1,United States,California,Riverside,92505,"33.920907, -117.489426",33.920907,-117.489426,Female,Não,Não,Não,62,Sim,Sim,Híbrido,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,115.05,7133.45,Ativo,0,43,6494,
6980-CDGFC,1,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877,Female,Não,Sim,Não,67,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Anual,Sim,Débito Automático,20.85,1327.4,Ativo,0,71,5972,
7349-ALMUX,1,United States,California,Rancho Cucamonga,91730,"34.10097, -117.57882",34.10097,-117.57882,Male,Não,Não,Não,37,Sim,Não,Presencial,Sim,Sim,Sim,Sim,Não,Não,Plano de Ciclo Completo,Não,Débito Automático,65.6,2313.8,Ativo,0,27,3183,
3055-OYMSE,1,United States,California,Saratoga,95070,"37.257772, -122.051824",37.257772,-122.051824,Female,Sim,Não,Não,53,Sim,Não,Híbrido,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito Recorrente,73.8,4003.85,Ativo,0,45,6469,
6418-PIQSP,1,United States,California,Perris,92570,"33.787298, -117.320676",33.787298,-117.320676,Female,Não,Sim,Não,62,Sim,Não,Presencial,Sim,Não,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Não,Boleto Impresso,81.0,4985.9,Ativo,0,31,4684,
8317-BVKSO,1,United States,California,Termo,96132,"41.027281, -120.669427",41.027281,-120.669427,Male,Não,Não,Não,14,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Digital,20.05,299.3,Ativo,0,32,5728,
7623-HKYRK,1,United States,California,Caliente,93518,"35.358953, -118.527064",35.358953,-118.527064,Male,Não,Não,Sim,6,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,19.7,111.65,Ativo,0,44,2276,
9323-HGFWY,1,United States,California,Porter Ranch,91326,"34.281911, -118.556218",34.281911,-118.556218,Female,Não,Sim,Não,27,Sim,Não,Híbrido,Sim,Não,Não,Sim,Sim,Sim,Anual,Sim,Cartão de Crédito Recorrente,101.9,2681.15,Ativo,0,69,3795,
5567-GZKQY,1,United States,California,Porterville,93257,"36.008958, -118.891593",36.008958,-118.891593,Male,Não,Não,Não,58,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Plano de Ciclo Completo,Não,Cartão de Crédito Recorrente,20.3,1131.5,Ativo,0,20,4335,
5536-RTPWK,1,United States,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.515692,Male,Não,Sim,Não,49,Sim,Sim,Híbrido,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Débito Automático,99.05,4853.75,Desistente,1,100,5157,Competitor offered higher download speeds
7103-ZGVNT,1,United States,California,Portola Valley,94028,"37.369709, -122.215844",37.369709,-122.215844,Female,Não,Sim,Sim,69,Sim,Sim,Presencial,Sim,Sim,Não,Sim,Sim,Não,Anual,Não,Cartão de Crédito Recorrente,73.7,4885.85,Ativo,0,78,4268,
5816-JMLGY,1,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361,Female,Não,Sim,Não,70,Sim,Não,Presencial,Não,Sim,Sim,Sim,Sim,Sim,Plano de Ciclo Completo,Sim,Débito Automático,80.4,5717.85,Ativo,0,28,6367,
7243-LCGGZ,1,United States,California,Alhambra,91801,"34.090925, -118.128164",34.090925,-118.128164,Female,Não,Não,Não,1,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Não,Boleto Impresso,20.9,20.9,Ativo,0,72,3901,
9987-LUTYD,1,United States,California,La Mesa,91941,"32.759327, -116.99726",32.759327,-116.99726,Female,Não,Não,Não,13,Sim,Não,Presencial,Sim,Não,Não,Sim,Não,Não,Anual,Não,Boleto Impresso,55.15,742.9,Ativo,0,59,3161,
4367-NHWMM,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Female,Não,Não,Não,1,Não,Não participa,Presencial,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Impresso,24.9,24.9,Ativo,0,61,5318,
7020-OZKXZ,1,United States,California,Vista,92084,"33.22784, -117.200024",33.22784,-117.200024,Female,Sim,Não,Não,9,Sim,Não,Híbrido,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cartão de Crédito Recorrente,75.5,637.4,Ativo,0,30,3021,
2636-SJDOU,1,United States,California,Seal Beach,90740,"33.75462, -118.071128",33.75462,-118.071128,Male,Não,Não,Não,64,Sim,Sim,Híbrido,Sim,Sim,Não,Não,Não,Não,Anual,Sim,Cartão de Crédito Recorrente,84.3,5289.05,Ativo,0,53,5044,
1230-QAJDW,1,United States,California,Somes Bar,95568,"41.444606, -123.471895",41.444606,-123.471895,Male,Não,Não,Não,3,Sim,Sim,Presencial,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Boleto Impresso,65.25,209.9,Ativo,0,43,2562,
1089-HDMKP,1,United States,California,Bridgeport,93517,"38.184583, -119.286558",38.184583,-119.286558,Male,Sim,Não,Sim,11,Sim,Não,Presencial,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Boleto Digital,54.55,601.25,Ativo,0,40,4143,
4139-JPIAM,1,United States,California,Geyserville,95441,"38.731771, -123.064272",38.731771,-123.064272,Male,Não,Não,Não,51,Não,Não participa,Presencial,Sim,Não,Não,Sim,Não,Sim,Mensal,Sim,Cartão de Crédito Recorrente,44.45,2181.55,Ativo,0,62,6087,
4942-VZZOM,1,United States,California,Tupman,93276,"35.316263, -119.402559",35.316263,-119.402559,Male,Não,Sim,Não,64,Sim,Sim,Presencial,Sim,Não,Não,Não,Sim,Não,Anual,Sim,Cartão de Crédito Recorrente,66.15,4392.5,Ativo,0,25,4703,
6131-JLWZM,1,United States,California,San Francisco,94131,"37.746699, -122.442833",37.746699,-122.442833,Female,Não,Não,Não,13,Sim,Não,EAD,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Não se aplica,Mensal,Sim,Boleto Impresso,20.3,275.4,Ativo,0,45,5332,
3884-HCSWG,1,United States,California,Camptonville,95922,"39.432127, -121.099287",39.432127,-121.099287,Female,Não,Não,Não,17,Sim,Não,Híbrido,Não,Não,Não,Não,Não,Não,Mensal,Sim,Boleto Digital,70.0,1144.5,Desistente,1,70,4390,Lack of self-service on Website
4644-PIZRT,1,United States,California,Long Barn,95335,"38.109125, -120.078597",38.109125,-120.078597,Male,Não,Sim,Sim,17,Sim,Sim,Presencial,Sim,Não,Sim,Não,Sim,Não,Anual,Sim,Débito Automático,70.35,1201.65,Ativo,0,35,2704,
9750-BOOHV,1,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387,Female,Não,Não,Não,32,Não,Não participa,Presencial,Sim,Não,Não,Não,Não,Não,Anual,Não,Boleto Impresso,30.15,927.65,Ativo,0,60,3585,
5208-FVQKB,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,Não,Sim,Não,70,Sim,Não,Presencial,Sim,Sim,Não,Sim,Não,Sim,Plano de Ciclo Completo,Não,Boleto Impresso,67.95,4664.15,Ativo,0,27,5514,
1761-AEZZR,1,United States,California,Guinda,95637,"38.830739, -122.196202",38.830739,-122.196202,Male,Não,Não,Não,1,Sim,Não,Híbrido,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Boleto Digital,79.55,79.55,Desistente,1,72,5593,Don't know
7607-QKKTJ,1,United States,California,Loma Linda,92354,"34.049315, -117.255974",34.049315,-117.255974,Male,Não,Sim,Sim,45,Sim,Sim,Híbrido,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Cartão de Crédito Recorrente,95.0,4368.85,Ativo,0,27,2719,
