Matricula_Aluno,Situacao_Atual,Desistencia_Real,Probabilidade_Churn,Predicao_Churn,Meses_na_Escola,Modalidade_Ensino,Valor_Mensalidade,Tipo_Contrato_Matricula,Forma_Pagamento_Mensalidade,Genero,Aluno_Bolsista,Participa_Atividade_Extra,Apoio_Psicopedagogico,Reforco_Escolar,Risco_de_Desistencia,Nivel_Risco,Ranking
0679-TDGAK,Ativo,0,0.004838900940230603,0,50,Presencial,75.5,Anual,Boleto Digital,Male,Não,Sim,Sim,Não,21,MUITO BAIXO,2786
0277-ORXQS,Ativo,0,0.004838900940230603,0,66,Presencial,50.55,Plano de Ciclo Completo,Débito Automático,Male,Não,Não,Não,Não,30,MUITO BAIXO,2787
7876-AEHIG,Ativo,0,0.004838900940230603,0,51,Presencial,60.15,Anual,Débito Automático,Female,Não,Não,Sim,Não,37,MUITO BAIXO,2788
9548-ZMVTX,Ativo,0,0.00483791033785343,0,72,Híbrido,90.45,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Sim,35,MUITO BAIXO,2789
0924-BJCRC,Ativo,0,0.00483791033785343,0,60,Híbrido,89.45,Mensal,Boleto Digital,Female,Sim,Sim,Não,Sim,44,MUITO BAIXO,2790
7504-UWHNB,Ativo,0,0.004835184969274484,0,25,Híbrido,69.75,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,26,MUITO BAIXO,2791
6873-UDNLD,Ativo,0,0.004835184969274484,0,40,Presencial,67.45,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,55,MUITO BAIXO,2792
7401-RUBNK,Ativo,0,0.004835184969274484,0,18,Híbrido,74.8,Mensal,Boleto Digital,Female,Não,Sim,Sim,Não,39,MUITO BAIXO,2793
7611-YKYTC,Ativo,0,0.004835184969274484,0,22,Híbrido,75.0,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,48,MUITO BAIXO,2794
9138-EFSMO,Ativo,0,0.004835184969274484,0,26,Híbrido,78.95,Anual,Débito Automático,Male,Não,Sim,Não,Não,40,MUITO BAIXO,2795
9112-WSNPU,Ativo,0,0.004835184969274484,0,35,Híbrido,70.55,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,45,MUITO BAIXO,2796
9388-ZEYVT,Ativo,0,0.004835184969274484,0,43,Presencial,44.15,Anual,Boleto Digital,Male,Não,Não,Não,Não,42,MUITO BAIXO,2797
2887-JPYLU,Ativo,0,0.004835184969274484,0,41,Presencial,45.2,Mensal,Débito Automático,Female,Não,Sim,Não,Não,42,MUITO BAIXO,2798
4328-VUFWD,Ativo,0,0.004835184969274484,0,39,Presencial,59.3,Anual,Boleto Digital,Female,Não,Sim,Não,Não,42,MUITO BAIXO,2799
2801-NISEI,Ativo,0,0.004835184969274484,0,24,Presencial,54.95,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,55,MUITO BAIXO,2800
3099-OONVS,Ativo,0,0.004835184969274484,0,25,Presencial,54.3,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,63,MUITO BAIXO,2801
1730-VFMWO,Ativo,0,0.004835184969274484,0,34,Presencial,50.2,Mensal,Débito Automático,Female,Não,Sim,Não,Não,54,MUITO BAIXO,2802
5201-FRKKS,Ativo,0,0.004835184969274484,0,25,Híbrido,74.3,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,64,MUITO BAIXO,2803
9453-PATOS,Ativo,0,0.004835162374716785,0,72,Presencial,85.1,Plano de Ciclo Completo,Boleto Impresso,Female,Não,Sim,Sim,Sim,39,MUITO BAIXO,2804
8033-VCZGH,Ativo,0,0.00483498446068478,0,50,Híbrido,103.95,Anual,Boleto Digital,Male,Não,Sim,Sim,Não,42,MUITO BAIXO,2805
2361-FJWNO,Ativo,0,0.00483466180628874,0,40,Presencial,36.0,Anual,Cartão de Crédito Recorrente,Male,Não,Não,Não,Sim,38,MUITO BAIXO,2806
4826-TZEVA,Ativo,0,0.00483466180628874,0,40,Híbrido,74.8,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Sim,52,MUITO BAIXO,2807
9798-OPFEM,Ativo,0,0.00482876982363164,0,46,EAD,21.1,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Não se aplica,Não se aplica,37,MUITO BAIXO,2808
6215-NQCPY,Ativo,0,0.0048268709826390305,0,15,Híbrido,99.7,Mensal,Boleto Digital,Male,Não,Sim,Sim,Não,60,MUITO BAIXO,2809
5802-ADBRC,Ativo,0,0.004824445835257735,0,50,Híbrido,104.4,Anual,Boleto Impresso,Female,Não,Sim,Sim,Não,26,MUITO BAIXO,2810
0899-WZRSD,Ativo,0,0.00482443072876667,0,56,Híbrido,105.35,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Não,31,MUITO BAIXO,2811
3572-UOLYZ,Ativo,0,0.004824234926545344,0,46,Híbrido,84.8,Mensal,Débito Automático,Female,Não,Sim,Não,Não,39,MUITO BAIXO,2812
7339-POGZN,Ativo,0,0.004823800734175522,0,4,Presencial,50.7,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,60,MUITO BAIXO,2813
0508-SQWPL,Ativo,0,0.004823784906113554,0,57,EAD,20.1,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não se aplica,Não se aplica,23,MUITO BAIXO,2814
0731-EBJQB,Ativo,0,0.004823769801681985,0,52,EAD,20.4,Anual,Boleto Digital,Female,Não,Sim,Não se aplica,Não se aplica,26,MUITO BAIXO,2815
4299-OPXEJ,Ativo,0,0.004823769801681985,0,56,EAD,19.55,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não se aplica,Não se aplica,56,MUITO BAIXO,2816
5642-MHDQT,Ativo,0,0.004823769801681985,0,53,EAD,19.85,Anual,Débito Automático,Female,Não,Sim,Não se aplica,Não se aplica,42,MUITO BAIXO,2817
4710-NKCAW,Ativo,0,0.004822649552802069,0,5,Presencial,64.4,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,31,MUITO BAIXO,2818
2361-UPSND,Ativo,0,0.004822046365739403,0,46,Presencial,70.6,Anual,Boleto Impresso,Female,Não,Sim,Sim,Sim,52,MUITO BAIXO,2819
3740-RLMVT,Ativo,0,0.004818272915941205,0,67,Presencial,60.95,Anual,Débito Automático,Male,Sim,Sim,Sim,Sim,41,MUITO BAIXO,2820
3128-YOVTD,Ativo,0,0.004818272915941205,0,51,Híbrido,79.15,Mensal,Débito Automático,Female,Não,Sim,Sim,Sim,64,MUITO BAIXO,2821
6217-KDYWC,Ativo,0,0.004817224578931375,0,57,EAD,19.6,Plano de Ciclo Completo,Boleto Impresso,Male,Não,Sim,Não se aplica,Não se aplica,40,MUITO BAIXO,2822
5266-PFRQK,Ativo,0,0.004816277324846356,0,52,EAD,20.85,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,56,MUITO BAIXO,2823
4742-DRORA,Ativo,0,0.0048152844082416085,0,60,Híbrido,95.4,Anual,Débito Automático,Male,Não,Sim,Sim,Não,46,MUITO BAIXO,2824
9199-PWQVC,Ativo,0,0.004814604345210705,0,63,Presencial,79.7,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Sim,30,MUITO BAIXO,2825
0864-FVJNJ,Ativo,0,0.004814272245018435,0,64,Híbrido,113.35,Anual,Boleto Digital,Female,Não,Sim,Sim,Sim,20,MUITO BAIXO,2826
7663-CUXZB,Ativo,0,0.004814272245018435,0,59,Híbrido,113.75,Plano de Ciclo Completo,Boleto Digital,Male,Não,Sim,Sim,Sim,23,MUITO BAIXO,2827
8480-PPONV,Ativo,0,0.004814272245018435,0,62,Híbrido,115.55,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Sim,Sim,25,MUITO BAIXO,2828
0330-BGYZE,Ativo,0,0.004814272245018435,0,60,Híbrido,102.5,Anual,Débito Automático,Male,Não,Sim,Não,Sim,54,MUITO BAIXO,2829
6308-CQRBU,Ativo,0,0.004814272245018435,0,71,Híbrido,109.25,Plano de Ciclo Completo,Boleto Digital,Female,Não,Sim,Não,Sim,42,MUITO BAIXO,2830
8034-RYTVV,Ativo,0,0.004812709207163087,0,55,Híbrido,84.25,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Não,30,MUITO BAIXO,2831
4513-CXYIX,Ativo,0,0.004812709207163087,0,71,Híbrido,80.7,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Sim,Sim,Sim,Não,54,MUITO BAIXO,2832
7971-HLVXI,Ativo,0,0.004812694137244481,0,72,Híbrido,84.5,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Não,50,MUITO BAIXO,2833
7997-EASSD,Ativo,0,0.004812694137244481,0,63,Híbrido,81.2,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Não,64,MUITO BAIXO,2834
2211-RMNHO,Ativo,0,0.004812668024995434,0,68,Presencial,85.3,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não,Sim,43,MUITO BAIXO,2835
4900-MSOMT,Ativo,0,0.004812668024995434,0,72,Presencial,80.2,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Sim,Sim,24,MUITO BAIXO,2836
6952-OMNWB,Ativo,0,0.00481252928155851,0,68,Híbrido,80.35,Mensal,Cartão de Crédito Recorrente,Male,Sim,Sim,Não,Não,28,MUITO BAIXO,2837
7996-MHXLW,Ativo,0,0.0048121832094734154,0,66,EAD,25.15,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,61,MUITO BAIXO,2838
2954-PIBKO,Ativo,0,0.0048121681411938885,0,69,Presencial,64.15,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Não,62,MUITO BAIXO,2839
2961-VNFKL,Ativo,0,0.0048121681411938885,0,71,EAD,25.95,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,23,MUITO BAIXO,2840
2481-SBOYW,Ativo,0,0.0048121681411938885,0,61,EAD,25.0,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,54,MUITO BAIXO,2841
3727-OVPRY,Ativo,0,0.0048121681411938885,0,66,EAD,25.7,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,43,MUITO BAIXO,2842
7014-ZZXAW,Ativo,0,0.0048121681411938885,0,71,EAD,24.25,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,59,MUITO BAIXO,2843
9661-JALZV,Ativo,0,0.0048121681411938885,0,58,EAD,24.7,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,54,MUITO BAIXO,2844
2143-LJULT,Ativo,0,0.0048121681411938885,0,67,EAD,25.25,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,32,MUITO BAIXO,2845
4335-BSMJS,Ativo,0,0.0048121681411938885,0,62,EAD,25.8,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,34,MUITO BAIXO,2846
2452-MRMZF,Ativo,0,0.0048121681411938885,0,72,EAD,25.7,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Sim,Sim,Não se aplica,Não se aplica,21,MUITO BAIXO,2847
5356-KZCKT,Ativo,0,0.0048121681411938885,0,58,EAD,24.45,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,38,MUITO BAIXO,2848
4654-ULTTN,Ativo,0,0.0048121681411938885,0,70,Presencial,74.8,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,60,MUITO BAIXO,2849
7008-LZVOZ,Ativo,0,0.0048121681411938885,0,66,EAD,25.3,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,46,MUITO BAIXO,2850
6234-PFPXL,Ativo,0,0.004811175885790025,0,22,Híbrido,95.9,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,56,MUITO BAIXO,2851
0225-ZORZP,Ativo,0,0.00480962532822538,0,3,Híbrido,84.3,Mensal,Boleto Digital,Male,Não,Sim,Não,Sim,43,MUITO BAIXO,2852
2826-UWHIS,Ativo,0,0.004807285719654556,0,45,Híbrido,81.4,Mensal,Débito Automático,Male,Não,Sim,Não,Sim,55,MUITO BAIXO,2853
7833-PKIHD,Ativo,0,0.004806885551429844,0,51,Presencial,76.4,Anual,Débito Automático,Male,Não,Sim,Sim,Não,52,MUITO BAIXO,2854
2256-YLYLP,Ativo,0,0.004806885551429844,0,68,Presencial,72.95,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Não,27,MUITO BAIXO,2855
3863-QSTYI,Ativo,0,0.004806885551429844,0,59,Presencial,64.65,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,38,MUITO BAIXO,2856
7244-QWYHG,Ativo,0,0.004806885551429844,0,50,Presencial,44.45,Anual,Débito Automático,Male,Não,Não,Sim,Não,54,MUITO BAIXO,2857
3164-YAXFY,Ativo,0,0.004806870499658629,0,57,Presencial,53.75,Mensal,Boleto Digital,Male,Não,Não,Sim,Não,58,MUITO BAIXO,2858
7501-IWUNG,Ativo,0,0.004806870499658629,0,61,Presencial,73.8,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não,Não,58,MUITO BAIXO,2859
0979-MOZQI,Ativo,0,0.004806870499658629,0,62,Presencial,39.0,Plano de Ciclo Completo,Débito Automático,Male,Não,Não,Não,Não,54,MUITO BAIXO,2860
9501-UKKNL,Ativo,0,0.004806870499658629,0,59,Presencial,51.7,Mensal,Boleto Digital,Male,Não,Não,Não,Não,30,MUITO BAIXO,2861
1830-GGFNM,Ativo,0,0.004806497868320659,0,65,Híbrido,94.55,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,36,MUITO BAIXO,2862
3301-VKTGC,Ativo,0,0.004805886422771738,0,68,Híbrido,85.5,Anual,Débito Automático,Male,Não,Sim,Sim,Sim,48,MUITO BAIXO,2863
0880-FVFWF,Ativo,0,0.004805886422771738,0,56,Híbrido,86.4,Mensal,Boleto Digital,Male,Não,Sim,Sim,Sim,64,MUITO BAIXO,2864
7529-ZDFXI,Ativo,0,0.004805886422771738,0,57,Híbrido,89.85,Mensal,Boleto Digital,Male,Sim,Sim,Não,Sim,36,MUITO BAIXO,2865
5828-DWPIL,Ativo,0,0.004805886422771738,0,62,Híbrido,89.1,Mensal,Boleto Digital,Male,Sim,Sim,Sim,Sim,25,MUITO BAIXO,2866
4723-BEGSG,Ativo,0,0.004803399918898387,0,72,Presencial,86.65,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,61,MUITO BAIXO,2867
5760-FXFVO,Ativo,0,0.004803332286580939,0,6,Híbrido,78.95,Mensal,Boleto Digital,Male,Não,Sim,Sim,Sim,35,MUITO BAIXO,2868
6625-UTXEW,Ativo,0,0.004803332286580939,0,12,Presencial,51.25,Mensal,Boleto Digital,Female,Não,Sim,Não,Sim,57,MUITO BAIXO,2869
7129-AZJDE,Ativo,0,0.004803194047610013,0,34,Híbrido,78.95,Anual,Débito Automático,Male,Não,Sim,Não,Não,43,MUITO BAIXO,2870
6967-PEJLL,Ativo,0,0.004803194047610013,0,37,Presencial,40.2,Anual,Boleto Digital,Male,Não,Não,Sim,Não,48,MUITO BAIXO,2871
7978-DKUQH,Ativo,0,0.004803194047610013,0,25,Híbrido,74.6,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,35,MUITO BAIXO,2872
9819-FBNSV,Ativo,0,0.004803194047610013,0,37,Híbrido,72.25,Mensal,Débito Automático,Male,Sim,Sim,Não,Não,20,MUITO BAIXO,2873
0369-ZGOVK,Ativo,0,0.004803194047610013,0,28,Híbrido,70.4,Anual,Débito Automático,Female,Não,Sim,Não,Não,54,MUITO BAIXO,2874
9069-LGEUL,Ativo,0,0.004803194047610013,0,23,Presencial,59.95,Mensal,Débito Automático,Male,Não,Sim,Sim,Não,42,MUITO BAIXO,2875
3583-KRKMD,Ativo,0,0.004803194047610013,0,18,Híbrido,75.9,Mensal,Débito Automático,Male,Não,Sim,Não,Não,62,MUITO BAIXO,2876
7850-VWJUU,Ativo,0,0.004803179007342192,0,23,Híbrido,75.0,Mensal,Débito Automático,Female,Não,Sim,Sim,Não,29,MUITO BAIXO,2877
7924-GJZFI,Ativo,0,0.004803179007342192,0,25,Híbrido,69.3,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,50,MUITO BAIXO,2878
6461-PPAXN,Ativo,0,0.004803179007342192,0,35,Presencial,54.95,Anual,Débito Automático,Female,Não,Sim,Sim,Não,30,MUITO BAIXO,2879
3956-CJUST,Ativo,0,0.004803179007342192,0,23,Híbrido,75.4,Mensal,Débito Automático,Female,Sim,Sim,Sim,Não,49,MUITO BAIXO,2880
2122-YWVYA,Ativo,0,0.004803179007342192,0,18,Híbrido,75.4,Mensal,Boleto Digital,Female,Não,Sim,Sim,Não,53,MUITO BAIXO,2881
7074-STDCN,Ativo,0,0.004803179007342192,0,39,Presencial,40.6,Mensal,Boleto Digital,Male,Não,Não,Não,Não,58,MUITO BAIXO,2882
4835-YSJMR,Ativo,0,0.004803179007342192,0,39,Presencial,49.8,Plano de Ciclo Completo,Débito Automático,Male,Não,Sim,Não,Não,51,MUITO BAIXO,2883
1730-ZMAME,Ativo,0,0.004803179007342192,0,32,Híbrido,79.5,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,24,MUITO BAIXO,2884
9355-NPPFS,Ativo,0,0.004803179007342192,0,26,Híbrido,78.8,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,37,MUITO BAIXO,2885
9779-DPNEJ,Ativo,0,0.004803179007342192,0,22,Híbrido,80.15,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,42,MUITO BAIXO,2886
4067-HLYQI,Ativo,0,0.004803179007342192,0,33,Híbrido,70.4,Mensal,Débito Automático,Female,Não,Sim,Não,Não,29,MUITO BAIXO,2887
5829-NVSQN,Ativo,0,0.004803179007342192,0,23,Presencial,68.75,Anual,Débito Automático,Female,Não,Sim,Sim,Não,34,MUITO BAIXO,2888
4003-OCTMP,Ativo,0,0.004803179007342192,0,31,Presencial,64.0,Anual,Boleto Digital,Female,Não,Sim,Sim,Não,24,MUITO BAIXO,2889
2483-XSSMZ,Ativo,0,0.004803179007342192,0,39,Presencial,47.85,Anual,Boleto Digital,Female,Não,Sim,Sim,Não,23,MUITO BAIXO,2890
6538-POCHL,Ativo,0,0.004802674329310639,0,33,Híbrido,79.0,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,21,MUITO BAIXO,2891
6261-LHRTG,Ativo,0,0.004802659290662362,0,26,Presencial,54.75,Mensal,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Sim,23,MUITO BAIXO,2892
0285-INHLN,Ativo,0,0.004802659290662362,0,27,Presencial,54.75,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,41,MUITO BAIXO,2893
7841-FCRQD,Ativo,0,0.004802659290662362,0,33,Presencial,53.75,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não,Sim,49,MUITO BAIXO,2894
4508-OEBEY,Ativo,0,0.004802659290662362,0,31,Presencial,75.5,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,61,MUITO BAIXO,2895
7217-JYHOQ,Ativo,0,0.004802659290662362,0,24,Presencial,70.3,Mensal,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,56,MUITO BAIXO,2896
0661-KQHNK,Ativo,0,0.0048016642904071235,0,6,EAD,19.0,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,46,MUITO BAIXO,2897
1855-CFULU,Ativo,0,0.004801428986749039,0,4,EAD,20.05,Mensal,Boleto Impresso,Female,Sim,Sim,Não se aplica,Não se aplica,20,MUITO BAIXO,2898
7690-KPNCU,Ativo,0,0.004799651528055341,0,64,Presencial,73.05,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,28,MUITO BAIXO,2899
0661-WCQNQ,Ativo,0,0.004795965552915681,0,22,Presencial,56.25,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Não,28,MUITO BAIXO,2900
1088-CNNKB,Ativo,0,0.004795739437324226,0,63,Presencial,80.0,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,56,MUITO BAIXO,2901
9253-VIFJQ,Ativo,0,0.004795379550826909,0,65,Presencial,67.05,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,52,MUITO BAIXO,2902
4737-AQCPU,Ativo,0,0.004795379550826909,0,72,Presencial,72.1,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,42,MUITO BAIXO,2903
2251-PYLPB,Ativo,0,0.004795379550826909,0,72,Presencial,79.55,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,55,MUITO BAIXO,2904
3500-NSDOA,Ativo,0,0.004795379550826909,0,68,Presencial,70.8,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não,Sim,61,MUITO BAIXO,2905
8659-HDIYE,Ativo,0,0.004795379550826909,0,64,Presencial,74.65,Mensal,Cartão de Crédito Recorrente,Female,Sim,Sim,Não,Sim,58,MUITO BAIXO,2906
8932-CZHRQ,Ativo,0,0.004795379550826909,0,68,Presencial,76.75,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Sim,Sim,33,MUITO BAIXO,2907
9681-KYGYB,Ativo,0,0.0047943772349000845,0,49,Híbrido,88.2,Mensal,Boleto Digital,Male,Sim,Sim,Sim,Sim,24,MUITO BAIXO,2908
1621-YNCJH,Ativo,0,0.00479347698666014,0,36,Híbrido,106.05,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Sim,Sim,25,MUITO BAIXO,2909
4646-QZXTF,Ativo,0,0.004792881588823367,0,7,Presencial,81.25,Mensal,Débito Automático,Female,Não,Sim,Sim,Não,57,MUITO BAIXO,2910
6719-OXYBR,Ativo,0,0.004792881588823367,0,15,Híbrido,85.3,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,51,MUITO BAIXO,2911
2821-WARNZ,Ativo,0,0.004792528654796499,0,49,EAD,19.45,Anual,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,34,MUITO BAIXO,2912
4361-FEBGN,Ativo,0,0.004792528654796499,0,48,EAD,20.15,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,43,MUITO BAIXO,2913
9503-XJUME,Ativo,0,0.004792528654796499,0,52,EAD,19.65,Anual,Cartão de Crédito Recorrente,Male,Não,Sim,Não se aplica,Não se aplica,34,MUITO BAIXO,2914
8957-THMOA,Ativo,0,0.004792528654796499,0,50,EAD,20.15,Plano de Ciclo Completo,Cartão de Crédito Recorrente,Female,Não,Sim,Não se aplica,Não se aplica,27,MUITO BAIXO,2915
1921-KYSAY,Ativo,0,0.004792416441922446,0,41,Presencial,68.6,Anual,Boleto Digital,Female,Não,Sim,Não,Não,34,MUITO BAIXO,2916
9800-ONTFE,Ativo,0,0.004792416441922446,0,22,Híbrido,75.8,Mensal,Débito Automático,Female,Não,Sim,Não,Não,37,MUITO BAIXO,2917
1422-DGUBX,Ativo,0,0.004792416441922446,0,32,Híbrido,79.25,Anual,Boleto Digital,Male,Não,Sim,Não,Não,43,MUITO BAIXO,2918
4948-WBBKL,Ativo,0,0.004792416441922446,0,36,Híbrido,74.9,Mensal,Débito Automático,Female,Sim,Sim,Não,Não,23,MUITO BAIXO,2919
5216-WASFJ,Ativo,0,0.004792416441922446,0,31,Híbrido,84.85,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,30,MUITO BAIXO,2920
1251-STYSZ,Ativo,0,0.004791869766050584,0,4,Híbrido,80.25,Mensal,Boleto Digital,Female,Sim,Sim,Sim,Não,20,MUITO BAIXO,2921
0793-TWELN,Ativo,0,0.004791869766050584,0,4,Híbrido,80.15,Mensal,Boleto Digital,Female,Não,Sim,Sim,Não,62,MUITO BAIXO,2922
6435-SRWBJ,Ativo,0,0.004791869766050584,0,5,Híbrido,82.75,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,36,MUITO BAIXO,2923
4749-OJKQU,Ativo,0,0.004791869766050584,0,4,Híbrido,75.65,Mensal,Boleto Digital,Female,Não,Sim,Não,Não,31,MUITO BAIXO,2924
1197-BVMVG,Ativo,0,0.004791869766050584,0,4,Híbrido,74.45,Mensal,Boleto Digital,Female,Sim,Sim,Não,Não,50,MUITO BAIXO,2925
2038-OEQZH,Ativo,0,0.0047902801319560625,0,4,Híbrido,86.05,Mensal,Boleto Digital,Male,Não,Sim,Não,Não,55,MUITO BAIXO,2926
0336-PIKEI,Ativo,0,0.004789997005511627,0,72,Presencial,74.4,Plano de Ciclo Completo,Débito Automático,Male,Sim,Sim,Sim,Sim,58,MUITO BAIXO,2927
9281-CEDRU,Ativo,0,0.004789997005511627,0,68,Presencial,64.1,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não,Sim,48,MUITO BAIXO,2928
0774-RMNUW,Ativo,0,0.004789997005511627,0,71,Presencial,59.7,Plano de Ciclo Completo,Débito Automático,Female,Não,Não,Sim,Sim,63,MUITO BAIXO,2929
2535-PBCGC,Ativo,0,0.004789997005511627,0,70,Presencial,64.55,Plano de Ciclo Completo,Débito Automático,Female,Não,Não,Sim,Sim,30,MUITO BAIXO,2930
1960-UOTYM,Ativo,0,0.004789982006368879,0,52,Presencial,79.2,Plano de Ciclo Completo,Boleto Digital,Male,Não,Sim,Sim,Sim,22,MUITO BAIXO,2931
0214-JHPFW,Ativo,0,0.004789982006368879,0,70,Presencial,57.8,Plano de Ciclo Completo,Débito Automático,Female,Não,Não,Não,Sim,42,MUITO BAIXO,2932
7599-NTMDP,Ativo,0,0.004789982006368879,0,62,Presencial,48.7,Plano de Ciclo Completo,Débito Automático,Female,Não,Não,Sim,Sim,26,MUITO BAIXO,2933
5386-THSLQ,Ativo,0,0.004789982006368879,0,66,Presencial,45.55,Anual,Débito Automático,Female,Sim,Não,Não,Sim,28,MUITO BAIXO,2934
4139-DETXS,Ativo,0,0.004789982006368879,0,72,Presencial,64.45,Plano de Ciclo Completo,Débito Automático,Female,Não,Não,Sim,Sim,45,MUITO BAIXO,2935
0769-MURVM,Ativo,0,0.004789982006368879,0,72,Presencial,65.7,Plano de Ciclo Completo,Débito Automático,Female,Não,Não,Sim,Sim,52,MUITO BAIXO,2936
1564-HJUVY,Ativo,0,0.00478595823502933,0,4,Presencial,63.75,Mensal,Débito Automático,Male,Não,Sim,Não,Sim,59,MUITO BAIXO,2937
4137-BTIKL,Ativo,0,0.004784974485242269,0,2,Híbrido,90.75,Mensal,Boleto Impresso,Male,Não,Sim,Sim,Não,60,MUITO BAIXO,2938
3190-ITQXP,Ativo,0,0.0047843892259903055,0,46,EAD,20.25,Plano de Ciclo Completo,Débito Automático,Female,Não,Sim,Não se aplica,Não se aplica,58,MUITO BAIXO,2939
9067-SQTNS,Ativo,0,0.0047843892259903055,0,44,EAD,20.6,Anual,Débito Automático,Male,Não,Sim,Não se aplica,Não se aplica,44,MUITO BAIXO,2940
